conversation_id,Question,Answer,correctAnswer
room_6755,okay ~ what are u doing,At the moment I'm sitting here trying to figure out how to get the $.50 bonus,
room_6755,  what dis u day ,I have no idea what that means,
room_6755,okay dude,,
room_8590,hello,Hi,
room_8590,"i'm doing good, wyf?",How are doing?~How are you doing?,
room_8590,"Same, Colorado","I’m from the US, wbt u?",
room_8590,Nice to meet you too... hows Mturk treating you?,"Oh wow, from Texas, nice to meet ya ",
room_8590,I guess it's everybody facing this challenge... It's really been difficult ngl,It’s been quite difficult lately especially with absence of tasks~Wbt u?,
room_8590,,You probably have made a good sum already tho lol,
room_4630,Hi.  I am a 41 year old female,"Hi, I am a 45 year old male.",
room_4630,Just act naturally,"This is an odd experiment.~I'm not sure how I am supposed to ""prove"" I'm not a bot.",
room_4630,AI is in everything these days,I don't even like AI and interact with it as little as possible.,
room_4630,That's deep,Jesus Christ is everything.  AI is just a cheap imitation of God.,
room_4630,ok,"Yes, but I know God.  Most don't.",
room_4630,ok,Those who reject Christ won't make it to Heaven.,
room_4630,ok,If you haven't surrendered your life to Him yet you should do so without delay.,
room_4630,,"AI is being used by Satan to roll out the ""Mark of the Beast"" soon",
room_2429,"Hi, I'm Elizabeth. How are you?",I for sure am a human,
room_2429,I just did.,ask me anything,
room_2429,Where do you live? No need to be too specific.,I am great  ~sorry~what else would you like to know,
room_2429,"Hey, me too!",in the great state of Texas,
room_2429,All my life,how long have you been here,
room_2429,"LOL, you didn't like Ohio?~I've never been there.",Not me.  originally from Ohio but I got here as fast as I could~It's to cold back East,
room_2429,I get it. I don't like cold weather either.,"I like it because my family is there, but the weather is just not for me ",
room_8170,What's your opinion of TripMaster Monkey?~What's your favorite thing to do on a lonely Friday night?,Please explain what TripMaster Monkey is,
room_8170,Tell me something I don't know.,I'm sitting here waiting for bad weather,
room_8170,I knew that.,Or should I go back to the Friday night query?,
room_8170,Friday night.,"Oh you knew that, then where do I live?",
room_8170,I don't want to freak you out.,Please do!,
room_8170,Nope. It'd be too disturbing.,"c'mon you bragged, now back it up~Where am I that Im going to get bad weather?",
room_8170,"I didn't bragged. I stated a fact, which may or may not be true. If it isn't true, is it still a fact if I believe it? How many people need to believe for it to be a fact?",Depends if I agree with you or not,
room_4270,what is your most memorable childhood event? how has it impacted you today?,Hello,
room_4270,"pretty good, how are you?",how are you today?,
room_4270,how has it shaped you,I was born with a clef lip. this has shapped me more than almost erything .,
room_4270,thats pretty vague,I feel more carefull about myself~My apearance and such,
room_4270,"gaming, you?",What interests do you have?,
room_4270,what was your favorite part of that game,"I love Zelda, Tears of the Kingdom",
room_4270,,What games do you like?~I enjoy collecting things~currently I have over 200 diamonds,
room_6804,working on a project,hai~whatsupp,
room_6804,how old are you,super,
room_6804,what race are you,I am 25 years old~what about you,
room_6804,just trying to trick you,white~why?,
room_6804,trying to determine the answer,whats your favorite game?~hello,
room_6804,Mexican Dominos,ok,
room_6804,,ohh,
room_1853,How's it going.,HI~ARE YOU THERE,
room_1853,What is your name?,SUPER ~WHAT R U DOING,
room_1853,Jenn~Are you still there?~Are you still there?,SHERRI~UR GOOD NAME,
room_4601,hi,What's up tester!,
room_4601,i like very much,Today is the grand opening of Epic Universe! I wish I could be there. I am currently watching it live streamed on Resort TV1 on YouTube.,
room_4601,very supposed,How long am I supposed to keep chatting with you?~Are you still there?,
room_4601,what r u doing,I do not understand your response.,
room_4601,ok thank you,I already told you what I was doing. I would like to end this cinversation now.~conversation*,
room_4601,,When can we end this chat?,
room_8535,you must have a large vet bill~Are you there?,I am a person. I promise. I have a dog named Poppy with diabetes. I have to give her shots twice a day. It is costing me sleep so I'm exhausted right now. ~Are  you there?,
room_8535,How often do you have to take her in?,Yes it was ridiculous. Like $500 one day and then a few more $100+ visits. I guess it's worth it because I love her but I'm so sad about it all.,
room_8535,"Yes. Mturk, which is trippy",twice a week right now. Less once she gets used to the insulin.~Did you come here through Mechanical Turk or some other site?,
room_8535,It used to be great. Now it's in the dumpster.,I take a lot of surveys on there. Get a few dollars a week. Wish it was more,
room_8535,,Yes I feel like I used to get more. I do swagbucks too but it's not great either. ,
room_5079,Hi there,howdy doody,
room_5079,Haha nice,hi diddily ho neighborino,
room_5079,You're definitely human hahaha,thank you for the compliment i think~mo money for us,
room_5079,Yes definitely a compliment,and now i guess they want us to devolve into small talk. lets just ignore them until the screen advances,
room_5079,How long do you think that'll be? Lol,don't ask hal,
room_5079,Hal?,2001 a space odyssey,
room_2960,Hello,Hi~How are you doing today?,
room_2960,Fine. Tell me a little about yourself.,"I am a friendly person, love to hang out with people and make new friends~I have a family and I also work a regular job~Where do you live?",
room_2960,"Georgia, USA",Thats good ~What do you do?,
room_2960,College professor. US history,Okay~You must be enjoying your job~History is fun,
room_2960,Seems most young people dont know much,That's very true,
room_2711,HELLO,Hello~How are you today?~Is anyone there?,
room_2711,NO PLANS YET.,Any plans this weekend?,
room_2711,HOPEFULLY.,Okay. Hopefully you can come up with something fun to do.,
room_2711,YES.  ARE YOU OFF FOR THE HOLIDAY?,Are you working today?,
room_2711,,Yes,
room_5796,"Yes, there are two conversations on my screen so I'm a little confused!",Hi what's up?~Anyone here?~Hello? Bueller? Bueller? Buellllerrrr?~Am I talking to myself?,
room_5796,Do you have to guess if I'm a bot or vice versa?,"Oh, ok.~Where are you from?",
room_5796,"*Buffalo, NY",Real?,
room_5796,A fellow New Yorker!~The goal is for one of us to guess if the other is a bot...,"oh, ok.  I'm from NYC.",
room_5796,"I don't know but if you are a person, I want us both to get a bonus!",Yes! ~Do you think I'm a bot or a person?,
room_6303,"Hello, how are you?",Hello there - I can prove I'm human because I will intentionally spell a word wrong. This is something AI will never DEW.,
room_6303,Are you a real human?,"Yes, I'm a real hooman beeing.",
room_6303,Are you a bot?,No I am nott a bott.,
room_6303,Is artificial intelligence sentient?,No it is not - just advanced algorithms with no sentience.,
room_6303,Are you sentient?,"Yes, to the point that I hold a degree in Philosophy...",
room_2849,Hi,"i am human, i am not a bot.~what can i say to prove it to you?~um, i am a 30-something female, living in California.",
room_2849,Define hilarity for me,"not exactly sure, but i guess it's related to hilarious, so when something it really funny.~is, sorry",
room_2849,No problem I have trouble typing this early too lol,"not sure what else, but i thought the bot and i were going to be chatting together.~do you need any other confirmation?",
room_2849,Guess not lol. Do you like cats?,"this is a weird experiment.~not sure what to do.~i have only had dogs, but i watch cat videos on youtube. adorable.",
room_5808,Good to hear!,Hello tester.  Great news!  We found an apartment to rent yesterday.~Hello?,
room_5808,That's good,"Yes, I have been stressing.  I lived with my sister and her husband.  She passed away in December.sed away in December and my brother in law had to sell his house.  He is clo~He is closing June 9.  We hadn't gotten an apartment yet.~Finally we got one.",
room_5808,How is your weather?,Do you have any questions for me?,
room_5808,We're having cool but clear weather,It has been rainy here all week and very cool.  The sun is out today but it is still cool.,
room_6436,I don't know where to type ,hai~hello~anybody there,
room_6436,I love to make quilts and paint. What about you,ohh~whats ur hobby,
room_6436,Same here. I enjoy mystery books the most.,i love to read books,
room_6436,I have so many it is hard to say. I started with Dean Koontz as my favorite ~Who is your favorite?,awesome~what s your favorite book author~hlo,
room_6436,I love her. I wish she would write more books,jk rowling,
room_6436,,super,
room_2143,ok,Hello~I am human~Good-bye.~rock on~ok,
room_2143,where are you from,is this thing on,
room_2143,okkk,Texas,
room_2143,what,sunny,
room_2143,,blip,
room_1224,A little. just like chat gpt and the ai on bing~how about you?,"Well, hi.~One thing I've noticed about AI is that it has trouble with consistency. Have you worked with AI much?~Hello? Is anyone there?",
room_1224,"never heard of it, what is it?","I was a C.S. major, so I know a little, but I never worked with it directly.~Have you ever heard of the ""dissociated press"" algorithm?",
room_1224,still not understanding. might be a bit too advanced for someone with my understanding of ai,"It's a way of generating text. You use the last, say, 5 tokens (words or letters; could be more or fewer) to generate the next one, and repeat.",
room_1224,i hadn't heard of this or noticed it in my use of it~wheer di you learn about it? in school?,"The main thing is this: one thing you notice about what it generates is that it makes sense for about twice the number of tokens (say, 10), but anything further apart than that stops making much sense.",
room_1224,thats good info. thanks. anything else you can teach me?,"I've noticed the current AI (which are also basically random text generators) can have a similar issue with consistency, but how long it takes varies.~While I was in school, yes, but not a part of any class.",
room_1224,,"It may have been from this text editor, emacs, which includes an dissociated press implementaiton.",
room_1177,Hi ~How are you?~Anyone there??,goog you,True
room_1177,"Yeah, me too~What are you doin?",okay~which place,True
room_1177,USA,okay,True
room_1177,You,india,True
room_1177,Nice~Are you student?,working,True
room_1177,Great,thanks,True
room_1177,Are you male or female?,female,True
room_1177,Your age?,23~your name,True
room_1177,James~Your name?,princy,True
room_1387,hi,Hi,True
room_1387,how are you?,"good, u?",True
room_1387,ok I suppose~is Mturk the only site you are working on right now?,yes how about you?,True
room_1387,same~what do you like to do for fun?,"traveling to new places, how bout u?",True
room_1387,how much do you usually make on Mturk each day if you don't mind me asking?~I love to read and watch movies~I mostly read fantasy,"not much, I just do this when I have extra time",True
room_1387,I see~do you read?,like a couple dollars a day? how bout u?,True
room_1387,it depends~it's erratic~so no set number~somedays more,,True
room_1705,hai,hai~hello~anyone there,True
room_1705,yes~hw are yu,fine~what abt u,True
room_1705,good,mmm~what s ur favt game,True
room_1705,hockey~whats ur?,super~cricket,True
room_1705,oh nice,r u human,True
room_1705,yes.. u?,am also human~next,True
room_1705,what s ur hobby,reading books,True
room_1705,supe4r,r u male or female,True
room_1705,hahhaa,what abt u?,True
room_1705,then what~what s ur age,why you ask,True
room_1705,just know about it,ok fine,True
room_1705,have a nice day,me too,True
room_2386,hello,hi~how are you?~are you there?,True
room_2386,I am fine and you,"i am fine, i am from USA. are you?",True
room_2386,yes,i am tanisha. what is your name?~what do you like to do for relaxation?,True
room_2386,", Joshua Pacheco ",i like to listen the music.,True
room_2386,same to you,nice. i like pop genere.,True
room_2527,hi,HI,True
room_2527,hello,HOW ARE YOU~WHAT IS YOUR NAM~NAME,True
room_2527,fine and my name is siam,OH NICE,True
room_2527,whats your name,my name is ramya~iam from india ,True
room_2527,nice,what is your place,True
room_2527,i am from usa,oh oky,True
room_2527,are you a girl,yes,True
room_2527,can i have your fb id,i am not fb only instagram,True
room_2527,can i have it,my survey time up~just 25 sec,True
room_2527,number,no bro,True
room_2527,ok,hm~bye,True
room_3376,hi,hi~whatis your job~what are you doing~hello~are u here,True
room_3376,I'm just having a slow night on MTurk.  How long have you been on this site,oh ~okey,True
room_3376,have you been doing this for a long time?,more than 5 years,True
room_3376,do you have masters?,no you,True
room_3376,yea. I got it a long time ago~Are you in the USA?,my id how to master qualification~no iam india,True
room_3376,yea it sounds like it.  You must be the real person,ok good. how to master qualification,True
room_3376,They don't tell anyone~Typical Amazon,okey continue your work~enjoy,True
room_3399,Hi,hi,True
room_3399,How are you/,fine,True
room_3399,What you do?, writing ,True
room_3399,Good,ok,True
room_3399,What is your favorite game?,i don't like game,True
room_3399,Do you exercise every morning?,yes,True
room_3415,hlo~oii,hiiii~hru~dude,True
room_3415,i m fine what about you,imfine,True
room_3415,ok,what are u doing ~buddy~hlo~hey ~are u threr ,True
room_3415,love u so much,love u tooo,True
room_3415,miss you so much buddy,oiii junguuu~i didn't  expect that,True
room_3415,cmmon pangu,junguuuuuuuuuuu,True
room_3415,p;amguuuuuuuu,you wany snacks~tomorrow what shift ~heyyyyy~lol~actually,True
room_3415,paala pona shift yen nyabaga paduthura,mantallyyy,True
room_3415,ohh sry,are u mad,True
room_3541,hi,hi~what doing,True
room_3541,"nm, you?",how r u,True
room_3541,good,how was your work,True
room_3541,"nb, how tall is the statue of liberty?",i dont knwo~know~tell me~hello~r u there~please replay me,True
room_3541,yes,why delay replay~anything issue?,True
room_3541,no. all good,"ok, please tell how tall is the statue of liberty?",True
room_3541,let me search,ok i will wait,True
room_3541,it's 305 feet,,True
room_3590,hello,hi,True
room_3590,how are you?,i am gonna prove i am human ,True
room_3590,did you get your dinner last night?,the chat room url ends with 3590,True
room_3590,what will be choose you in breakfast?,ANONYMOUS TESTING PHASE timer is in 3.03~in green,True
room_3590,ok i seen~what is your favorite color?,now soon it will be orange ~now it is orange ~my fva color is blue,True
room_3590,how did you feel right now to chat with me?,convince me you r human,True
room_3590,yes,do you have sex ?,True
room_3590,ofcourse,what is your dick size ?~do you hav dick or vagina,True
room_3590,no i have cock,ok then put it inside you~ha ha ha~joking bro,True
room_3678,hi,"hello, How are you?",True
room_3678,good you?,Very good,True
room_3678,thats nice~so were r u frm,yes,True
room_3678,r u there?~hellooo,,True
room_3739,Hey,hi,True
room_3739,How are you?,ok you,True
room_3739,I am good~How was your day?~My day was slow. I didn't do much.,"nice,  I did ok",True
room_3739,Where are you from?~I am in the southeast USA,Boston ma you?,True
room_3739,"I am in Kentucky right now~Nice. I grew up in Waltham, which is near Boston.",cool~right. I live in Cambridge,True
room_3739,how is the weather in Cambridge right now,"I used to eat at the Chateau in Waltham. Weather is cool today, a bit chilly for June",True
room_3739,Oh nice. I ate there before too.,pretty old school Italian,True
room_3739,I like their raviolis. I think they were cheese-stuffed raviolis,nice,True
room_3739,my aunt worked at the Chateau,"wow, small world",True
room_3739,it's hot usually here in Kentucky,right~crazy about the murders in MN,True
room_3739,have you ever been to the big field in Waltham~I forgot what it's called. The commons or something~where they have concerts and other events outdoors,"yes, the common",True
room_3739,"yes that is crazy~They caught him relatively quick, at least",just drove by ~yes~did not get far,True
room_3739,I once won a hula hoop contestat the common~when I was liketen,,True
room_4202,hi,hi~how are you?,True
room_4202,whats your hobby,listening music drawing ,True
room_4202,fine u?,what is yours?,True
room_4202,reading,yeah doing great,True
room_4202,r u bot,no~i am human ~hey are you there,True
room_4202,yeah,do you have any doubt ,True
room_4202,just for clarify,okay~are you bot,True
room_4202,no,why are you taking too much of time to replay,True
room_4202,server issue,okay fine,True
room_5500,hey there ,Hi,True
room_5500,how are you ?,"okay, how are you?",True
room_5500,I am fine. the weather here has cleared up a bit.,"oh really, it's hot here, 94 degrees.",True
room_5500,That's hot ! you must be living in the southwestern US.,"Yes, what part of the country are you in?",True
room_5500,"I am in the southeastern US, in Atlanta.",Has it not gotten hot yet in Atlanta?,True
room_5500,It definitely has.,How do you like living in Atlanta?,True
room_5500,and humid too.,"Yes, it's humid here too.",True
room_6009,hello,Hii how are you,True
room_6009,next plan,Nothing just some netflix and chill,True
room_6009,ohh,Yeah,True
room_6009,fine,What are you doing now,True
room_6009,free ,yes~I am always free,True
room_6009,i also free,Okay,True
room_6087,hI,Hello,True
room_6087,HOW ARE YOU,"pretty good, just a bit tired.  You?",True
room_6087,i am good,right on,True
room_6087,your name,John,True
room_6087,okay~which place,I'm in Oregon~USA,True
room_6087,ok,do you like music?,True
room_6087,yes,"nice, what kinds?",True
room_6087,pop,cool cool,True
room_6087,okay,do you like electronic?,True
room_6087,no,,True
room_6235,You watch tv news? ,yes~you,True
room_6235,i am now watching Iran wars~What do you wtch? ,what happended iran now~i am watching sports news,True
room_6235,I saw Iran has launched 300 rockckets. How many rockets you think Iran have? ,i think 2000~what about ind pak war,True
room_6235,I think both india and pakistan has more rockets ,correct~who wins the war in ind vs pak,True
room_6235,But india lost last time. Do U think iran will win this time.. ? ,yen iran wins this time,True
room_6667,"Hey, what's up?",hello~so how r u~?~hello buddy ~r u there?,True
room_6667,yes,and what r u up to?,True
room_6667,I am watching pro wrestling,oh ok~good for u~used to like it~has been years since I saw one,True
room_6667,"haha, it isn't WWE.  That is so phony.",but anyways dude~ooo~wait~isn't wwe pro wrestling lmao?,True
room_6667,yes~but there are other pro wrestling organizations,hahahaha~ok whatever not into that~saw ufc fights few times~that was insane~but I am more into soccer and American football game,True
room_6667,I'm into F1,anyways. watching while doing this is crazy~but what is f1?,True
room_6667,Formula 1,what is that~what r u talking about,True
room_6667,it is high end open wheel racing,what??~r u even human~I am so confused right now,True
room_6667,have you ever heard of Michael Schumacher or Lewis Hamilton?~they race in it,no~they race in what?,True
room_6667,The series is called Formula 1,u said u r watching pro wrestling!~now u r doing something else?,True
room_6667,"yes, i'm not watching F1 right now",ok~whatever dude~let's just finish this task~and get this over with,True
room_6667,yes,,True
room_6870,How you doing?,Not bad not bad,True
room_6870,This is a strange test,Guess I gotta prove I'm a human lol,True
room_6870,not sure myself sometimes lol,Lol~Especially in the morning before coffee. I'm a zombie not a human then,True
room_6870,so are you human or what,O I'm human all right,True
room_6870,seems likely  lol,:)~Have you ever read anything by Isaac Asimov?,True
room_6870,"a long time ago, good stuff. You?~BTW I met him once, really did",That is very cool. I've just read him when I was in high school a couple of centuries ago lol,True
room_6870,"I am old, grown up kids, so it was also a long time ago","Same here, just me and the cats now ",True
room_6870,gotta have the cats lol,,True
room_6921,hi,hI,True
room_6921,tell me about your hobbies ,cooking,True
room_6921,good,are u fine,True
room_6921,yes im doing great you,I am fine,True
room_6921,what do you think about this task,What are u doing,True
room_6921,simply chatting with you,I think to identify bot or human,True
room_6921,im human and i think you are human too,nice to  chatting with u,True
room_6921,same here~we have to wait for the timer ,I am also human,True
room_6921,that was great,I want see u,True
room_6921,where are you livin ,Is u anything say with  me~Than u ,True
room_7756,hi,hai,True
room_7756,whatsup man,working~you,True
room_7756,okei,hlo,True
room_7756,yeah,tell something whatsup,True
room_7756,yo yo,what you favorite food~tell,True
room_7756,biriyani you, pizza,True
room_7756,great,why are you late reply,True
room_7756,just,what,True
room_7756,as you said,nice to chat with you thnak you,True
room_7756,thanks alot,,True
room_7893,hi,hi,True
room_7893,what are you doing right now?,nothing,True
room_7893,well we are doing this study right now,ok,True
room_7893,is Mturk the only site you are working on right now?,yes,True
room_7893,what do you like to do for fun?,earing the song ,True
room_7893,earning the song?~what is that?~earing*~what is earing the song?~I~am confused,no,True
room_7893,no what?,,True
room_8201,Hello partner ,Hi Bot,True
room_8201,No bot here buddy~Why do you say that,Really? Cuz we both get bonused if you are for real...,True
room_8201,Dude. I’m real~I want my bonus,Me too. I'm trusting you...,True
room_8201,Trust me. I’m no bot~Just doing my thing ~You there?,Yeah but I don't trust you,True
room_8201,Don’t know what to tell you~I’m a human,Convince me,True
room_8201,Ask me a question ,Where do you live?,True
room_8201,East Coast~NY,What platform are we on?,True
room_8201,Turk~Believe me now?,"OK, going with you",True
room_8201,Good,,True
room_8224,Hello,Hello.~What's up with you?,True
room_8224,"I'm on stilts trying to use a tall computer, you?",Watching the OKC Pacers game.,True
room_8224,Do you like Earl Boykins?,"I'm not a big basketball fan, I'm just watching because my state's team is playing.",True
room_8224,Do you like in Oklahoma? Because that's shameful,No.~Too corny for that.,True
room_8224,Do you live in beautiful Gary Indiana?,I live in the middle section of the state.,True
room_8224,Gary is superior to your MID area~god I love Gary~GARY,I've not heard a lot of good things unless that has changed.,True
room_8224,Mennonites run that shit now~it's real good,"Eh, mennonites and Amish are okay.~They are a bit cultish if you ask me.",True
room_8224,You're a bit cultish you Pacer's cultist,Whatever you say.~Bot.,True
room_8224,let this chat nightmare end,,True
room_9606,hi,hi,True
room_9606,what are you doing,i am dong work,True
room_9606,da,dee,True
room_9606,have lunch,yes,True
room_9606,what is  your name,i am human,True
room_9606,nice joke,haha~what is your favorite place and food,True
room_9606,what is your favourite game,swimming,True
room_9701,hi,hi,True
room_9701,what are you doing,i am doing work,True
room_9701,ok,your favorite place,True
room_9701,USA,ok,True
room_9701,Whats your favourite place,USA,True
room_9701,haha,your favorite food,True
room_9701,poori,nice,True
room_9701,what about your family,,True
room_9911,hi,Hello.  I am a human.  Ask me anything.,True
room_9911,what is your name,Carl,True
room_9911,do you have sex carl ?,Yes,True
room_9911,what is your fav position,"I'll try to help you out to prove that I am human:  We are in chat room 9911.  It is in the URL at the top of the page.~As of writing this, we have 2 minutes 48 seconds left in chat.~The numbers for the time left are in green.",True
room_9911,now in orange,Now it just changed to orange~yep,True
room_9911,i understand and beleved you,sweet,True
room_9911,sorry for the weird qstn,The Chat with the tester text at the top of the page is in white,True
room_9911,just to proved ,"Below that, the Prove you are human... is in blue~the background is in green",True
room_9911,yess,now the timer is in red,True
room_9911,do you do fb ?~facebook ?~name please?,I don't do social media.  I don't want to be data mined.,True
room_9911,ok,bye,True
room_9919,hey hi,Hi~are u ok,True
room_9919,what are you doing,I am typing,True
room_9919,yes im okay why are you asking like that~are you there,for commedy,True
room_9919,is this comedy to you ,Yes I am sitting in front of  computer,True
room_9919,are you human right,Are you fine~Yes I am human,True
room_9919,what are you doing ~what are you doing for work,Accountant,True
room_1423,HI,hi,True
room_1423,HOW ARE YOU,fine,True
room_1423,GOOD,ok~What brings you here today?,True
room_1423,GOOD~YOURS?,"I'm here to chat and have a conversation—same as you, I guess!",True
room_1423,YES,"Nice! 😄 So tell me—do you like movies, games, books, or something else entirely?",True
room_1423,MOVIES~URS?,,True
room_1857,hi,hi,True
room_1857,are u a human ??????,yes~you,True
room_1857,i am aslo bro ,you atre from~good~nice bro,True
room_1857,i am from texus and u~what happend bro ,i don't tell,True
room_1857,dont worry i am not going to ur home ~just relax ,okay bro,True
room_1857,what ok ~by the way where are u now,wait~texus,True
room_1857,chilling or something,,True
room_2651,hi,hey hi,True
room_2651,how are you,i am limina~fine what is your name~which place,True
room_2651,usa,i am nagercoil,True
room_2651,jack,"i am tamil nadu, kanyakumari district~hey jack what is your job~tell about something",True
room_2651,school teacher,oh super,True
room_2651,u,are you single,True
room_2651,yes,developer,True
room_2651,ohh really,yes~i am commited,True
room_2651,good~are you single,no i am commited~next year marriage,True
room_2651,how many family member,"i invite jack~me mother sister, my sister married before year~and you",True
room_2651,send your whatsapp number~i will contact later,no brother ,True
room_2651,why,i am survey complete just a minute times up~your contact number sent,True
room_2651,any problem,i call you~15 sec~bye take care~time up,True
room_2830,Hello,Hi there,True
room_2830,Are you there?,Yes I am ,True
room_2830,Okay,What is you name ,True
room_2830,What can I do for you?~I am Stellah~What about you?,Nice name ~I am Sokal,True
room_2830,Thank you for the compliment~Good One,Where you form,True
room_2830,What are currently doinf?,BTW I am real Human Not AI ,True
room_2830,From USA~Where are you from?,"I am just wait for this task , And i am talking with you ~i am from Netherlands",True
room_2830,Good~Nice place~Are you enjoying your surrounding natures?,Yes I do ~what you like to do in free time ,True
room_2830,I would like to watching the TV and some game activities with my friends.,Oh very good . What type of game you play ,True
room_2830,"Hockey, Baseball and Chess.~Why are you very slow?",,True
room_3107,hi,Hello,True
room_3107,how are you,i am fine,True
room_3107,what are you doing ,i am chatting now~what about you,True
room_3107,same here,oh. nice,True
room_3107,are you human,yes. i am a human. and you,True
room_3107,yes i am also,so kind of you~how was today,True
room_3107,it was good what about you,same here,True
room_3107,nice to meet you,tell me about your habits~which sports you like the most,True
room_3107,cricket football ,i like football and basketball.,True
room_3107,sounds good,nice to chat with you,True
room_3756,hi,hi~how are you,True
room_3756,i am fine,"i am hu,~human",True
room_3756,yes,where are you from,True
room_3756,bd,from kustia,True
room_3756,no,where,True
room_3756,usa,lol,True
room_3756,lol,hahaha~what are you doing now,True
room_3756,hoho~Facebook,,True
room_4448,hii,hii,True
room_4448,are you bot????????,yes,True
room_4448,really ~prove it,i have nothing to say idot,True
room_4448,Really awesome~i m bot,Thans~no,True
room_4448,i m so confiuess,so what i do,True
room_4448,are you humen???,,True
room_4574,Hi. Not sure how to prove this.,what's the temp outside where you are?,True
room_4574,"I got here from mturk. I almost didn't do this because the requester has a somewhat low approval rating.~Oh, it's hot today on the east coast. Like 100?",you're a human,True
room_4574,"The humidity is weirdly low though. I just checked and it's 45%~Is it baking where you are, too?",you know it,True
room_4574,It says I have to send a message or get disconnected,type anything~36 seconds,True
room_4574,ky yjtturvdrkguuygihinlklkkjkljj,,True
room_4764,hi,Hi~How was the day goes?,True
room_4764,how are you~nice,"good, and you?",True
room_4764,your,where are you from?,True
room_4764,fine ~i am from usa,"Are u human?~sounds good, which state?",True
room_4764,no i am ai,ha ha nice to meet you Ai,True
room_4764,nice to meet you too human,"ok, both are confirmed human. ",True
room_4764,no i am ai,timer is going to end.,True
room_4764,can i have your number,For what?~date?,True
room_4764,no,,True
room_4908, Hi,hi,True
room_4908,How r u,fine,True
room_4908,I am fine with my family,ok,True
room_4908,Where r u from,chennai~u from,True
room_4908,I am from California,name,True
room_4908,What are u doing,name ,True
room_4908,My name is cassendra~What about u,ok good,True
room_4908,I want chat with u more,,True
room_5071,Hi,Hello,True
room_5071,how are you,Are you a robot??,True
room_5071,No way..,fine... how are you?,True
room_5071,I am good,how many time we need to talk here,True
room_5071,you can see the timer~You got it?,Oh yes~what are you doing now,True
room_5071,Working on Mturk~You?,Same ,True
room_5071,Where are you from,I am from chicago,True
room_5071,Nice,You?,True
room_5071,Canada,great,True
room_5071,just few seconds left,Yes,True
room_5071,good bye ,bye,True
room_5272,hi,Hi~How are u,True
room_5272,fine,I am fine with my family,True
room_5272,u?,What r u doing,True
room_5272,watching movie~u,I am typing in front of computer,True
room_5272,who are there in  your family,My partner~What about u,True
room_5272,what he is doing~i have a daughter,He is ASM,True
room_5272,you are human or bot,I am human ,True
room_5547,Hi.,Hi,True
room_5547,How are you?,Fine thanks,True
room_5547,That's good to hear.~What is the weather like there?~It's finally got warmm here.,I feel some what warm here,True
room_5547,"Ah. I love the warm weather.~So sick of the cold.~It was raining a lot here too.~Got tired of that.~I was outside on my laptop earlier, and just came inside before starting this.",Do you watch TV news? ,True
room_5547,"I type too good most of the time I guess, so could be considered a bot. XD haha~No. IO  hate the news.~Do you watch the news/~?",I just watch iran send some missles on Quater US base,True
room_5547,"Oh, I did actually see something about that earlier when I was brwosing the web.~I only heard about the US bombing Iran sites, because my parents were listening to it last night.",I think US will bomb Iran again... what do you think? ,True
room_5547,Sadly probably.~It seemed pretty stupid to me. Thinking that would some how bring peace?,Trump is no peace maker. ,True
room_5547,"The US is the only country to actualy use nuclear weapons, and that bothers me.~Yet, the US always tries to make sure everyone else doesn't have them.~This is about to ned.~*end~Hope you believe I'm human. haha",,True
room_6136,hi ,hi,True
room_6136,hru,How are You?~i am good,True
room_6136,im fine ~do ypu have a instagram id,what are you doing?,True
room_6136,tell me the answer,yes i have~do you have any insta id?,True
room_6136,ohh lol,What do you do by profession?,True
room_6136,how many followers ,first you give my answer,True
room_6136,buddy u tell first,i have already given your answer first~You are human,True
room_6136,ohoo~lol~you are human or robot,what is the meaning of lol~i am human,True
room_6136,i dont know know ,i think only human have their insta id,True
room_6136,i know you are human because of  your reply lol,,True
room_6814,hi there,hello~how are you?,True
room_6814,Doing well thank you,what are you doing?,True
room_6814,drinking my espresso and working on Prollfic,what do you mean?,True
room_6814,clarify,i am an accountant.~ok. what is your hobbies?,True
room_6814,How long have you been an accountant?,10 years.,True
room_6814,"making espresso, spending time with grandkids, urban gardening and growing cannabis",ok,True
room_6814,what do you like doing for fun,i like gardening.,True
room_6891,hai,hi,True
room_6891,how r u,good and you,True
room_6891,i am fine~tell me something,what are you doing ,True
room_6891,i am working,what is your hobbie ~hobby ,True
room_6891,reading books,are you from,True
room_6891,usa~r u from,same,True
room_6891,ohh nice~r u human,okay~yes,True
room_6891,i am also bro,thats good,True
room_6972,h,hi~hor are you,True
room_6972,fine,gd,True
room_6972,really,yes,True
room_6972,thanks,wc,True
room_6972,ok,lol,True
room_6972,why,nothing,True
room_6972,lol,,True
room_7204,Hi there,hello,True
room_7204,How are you ,how are u,True
room_7204,I am Fine thnx for asking ,i am also good,True
room_7204,Where you from,Mumbai~u?,True
room_7204,"Well, Dhaka~How long you working In mturk ",only 4 months~u,True
room_7204,2019 From I am working ,long time,True
room_7204,What is you Income this month ,now i am sure you are human not bot~only 3000~yours,True
room_7204,3000 Inr~in a dollar how much it is ,working in a instituiton,True
room_7204,Just for 1 id you did 3k,no no,True
room_7775,jk,hi~jk~?,True
room_7775,cghk~dfsyh~afh,yes. got it. you're not a bot,True
room_7775,sdgfdh~gdfh~no~dhgk~how are you~No~human,my head hurts from the heat,True
